fragment_name,label
fragment_1679031111192,1
fragment_1679031111215,1
fragment_1679031111235,1
fragment_1679031111258,1
fragment_1679031111280,1
fragment_1679031111299,1
fragment_1679031111317,1
fragment_1679031111337,1
fragment_1679031111355,1
fragment_1679031111374,1
fragment_1679031111394,1
fragment_1679031111417,1
fragment_1679031111441,1
fragment_1679031111463,1
fragment_1679031111485,1
fragment_1679031111508,1
fragment_1679031111527,1
fragment_1679031111546,1
fragment_1679031112990,1
fragment_1679031113010,1
fragment_1679031113030,1
fragment_1679031113054,1
fragment_1679031113074,1
fragment_1679031113093,1
fragment_1679031113116,1
fragment_1679031113138,1
fragment_1679031113159,1
fragment_1679031113181,1
fragment_1679031113202,1
fragment_1679031113223,1
fragment_1679031113243,1
fragment_1679031113263,1
fragment_1679031113282,1
fragment_1679031113303,1
fragment_1679031113326,1
fragment_1679031113349,1
fragment_1679031113371,1
fragment_1679031113394,1
fragment_1679031113416,1
fragment_1679031113436,1
fragment_1679031113457,1
fragment_1679031113478,1
fragment_1679031113497,1
fragment_1679031113517,1
fragment_1679031113539,1
fragment_1679031113562,1
fragment_1679031113585,1
fragment_1679031113607,1
fragment_1679031113630,1
fragment_1679031113650,1
fragment_1679031113668,1
fragment_1679031113687,1
fragment_1679031113708,1
fragment_1679031113730,1
fragment_1679031113751,1
fragment_1679031113773,1
fragment_1679031113796,1
fragment_1679031115668,1
fragment_1679031115689,1
fragment_1679031115729,1
fragment_1679031115749,1
fragment_1679031115769,1
fragment_1679031115789,1
fragment_1679031115811,1
fragment_1679031115834,1
fragment_1679031115857,1
fragment_1679031115879,1
fragment_1679031115902,1
fragment_1679031115923,1
fragment_1679031115943,1
fragment_1679031115963,1
fragment_1679031115983,1
fragment_1679031116003,1
fragment_1679031116025,1
fragment_1679031116049,1
fragment_1679031116071,1
fragment_1679031116094,1
fragment_1679031116114,1
fragment_1679031116134,1
fragment_1679031116152,1
fragment_1679031116172,1
fragment_1679031116191,1
fragment_1679031116210,1
fragment_1679031116232,1
fragment_1679031116256,1
fragment_1679031116279,1
fragment_1679031116302,1
fragment_1679031116324,1
fragment_1679031116346,1
fragment_1679031116366,1
fragment_1679031116386,1
fragment_1679031116406,1
fragment_1679031116428,1
fragment_1679031116451,1
fragment_1679031116475,1
fragment_1679031116498,1
fragment_1679031116522,1
fragment_1679031116544,1
fragment_1679031116564,1
fragment_1679031116584,1
fragment_1679031116604,1
fragment_1679031116623,1
fragment_1679031116644,1
fragment_1679031116667,1
fragment_1679031116690,1
fragment_1679031116713,1
fragment_1679031116734,1
fragment_1679031116757,1
fragment_1679031116779,1
fragment_1679031116800,1
fragment_1679031116822,1
fragment_1679031116843,1
fragment_1679031118698,1
fragment_1679031118726,1
fragment_1679031118745,1
fragment_1679031118763,1
fragment_1679031118782,1
fragment_1679031118801,1
fragment_1679031118822,1
fragment_1679031118843,1
fragment_1679031118865,1
fragment_1679031118886,1
fragment_1679031118905,1
fragment_1679031118924,1
fragment_1679031118944,1
fragment_1679031118962,1
fragment_1679031118982,1
fragment_1679031119001,1
fragment_1679031119020,1
fragment_1679031119041,1
fragment_1679031119061,1
fragment_1679031119081,1
fragment_1679031119103,1
fragment_1679031119122,1
fragment_1679031119141,1
fragment_1679031119158,1
fragment_1679031119176,1
fragment_1679031119195,1
fragment_1679031119214,1
fragment_1679031119234,1
fragment_1679031119255,1
fragment_1679031119276,1
fragment_1679031119296,1
fragment_1679031119316,1
fragment_1679031119336,1
fragment_1679031119354,1
fragment_1679031119371,1
fragment_1679031119389,1
fragment_1679031119407,1
fragment_1679031119425,1
fragment_1679031119444,1
fragment_1679031119465,1
fragment_1679031119485,1
fragment_1679031119506,1
fragment_1679031119527,1
fragment_1679031119547,1
fragment_1679031119565,1
fragment_1679031119584,1
fragment_1679031119603,1
fragment_1679031119621,1
fragment_1679031119640,1
fragment_1679031119659,1
fragment_1679031119679,1
fragment_1679031119701,1
fragment_1679031120573,0
fragment_1679031120757,0
fragment_1679031120867,0
fragment_1679031120887,0
fragment_1679031120906,0
fragment_1679031120925,0
fragment_1679031120945,0
fragment_1679031120965,0
fragment_1679031120987,0
fragment_1679031121009,0
fragment_1679031121032,0
fragment_1679031121054,0
fragment_1679031121075,0
fragment_1679031121094,0
fragment_1679031121112,0
fragment_1679031121132,0
fragment_1679031121151,0
fragment_1679031121189,0
fragment_1679031121212,0
fragment_1679031121235,0
fragment_1679031121256,0
fragment_1679031121308,0
fragment_1679031121918,0
fragment_1679031121939,0
fragment_1679031121958,0
fragment_1679031121977,0
fragment_1679031121996,0
fragment_1679031122016,0
fragment_1679031122035,0
fragment_1679031122055,0
fragment_1679031122077,0
fragment_1679031122112,0
fragment_1679031122136,0
fragment_1679031122158,0
fragment_1679031122181,0
fragment_1679031122200,0
fragment_1679031122220,0
fragment_1679031122240,0
fragment_1679031122259,0
fragment_1679031122278,0
fragment_1679031123150,0
fragment_1679031123173,0
fragment_1679031123192,0
fragment_1679031123210,0
fragment_1679031123229,0
fragment_1679031123247,0
fragment_1679031123265,0
fragment_1679031123282,0
fragment_1679031123301,0
fragment_1679031123319,0
fragment_1679031123338,0
fragment_1679031123359,0
fragment_1679031123379,0
fragment_1679031123400,0
fragment_1679031123423,0
fragment_1679031123447,0
fragment_1679031123466,0
fragment_1679031123484,0
fragment_1679031123502,0
fragment_1679031123521,0
fragment_1679031123538,0
fragment_1679031123559,0
fragment_1679031123579,0
fragment_1679031123601,0
fragment_1679031123624,0
fragment_1679031123645,0
fragment_1679031124727,0
fragment_1679031124901,0
fragment_1679031125077,0
fragment_1679031125131,0
fragment_1679031125151,0
fragment_1679031125170,0
fragment_1679031125188,0
fragment_1679031125208,0
fragment_1679031125227,0
fragment_1679031125246,0
fragment_1679031125264,0
fragment_1679031125283,0
fragment_1679031125300,0
fragment_1679031125320,0
fragment_1679031125338,0
fragment_1679031125359,0
fragment_1679031125401,0
fragment_1679031125422,0
fragment_1679031125446,0
fragment_1679031125465,0
fragment_1679031125485,0
fragment_1679031125503,0
fragment_1679031125522,0
fragment_1679031125542,0
fragment_1679031125561,0
fragment_1679031125582,0
fragment_1679031125603,0
fragment_1679031125623,0
fragment_1679031125642,0
fragment_1679031125660,0
fragment_1679031125678,0
fragment_1679031125697,0
fragment_1679031126984,0
fragment_1679031127009,0
fragment_1679031127030,0
fragment_1679031127051,0
fragment_1679031127072,0
fragment_1679031127093,0
fragment_1679031127114,0
fragment_1679031127137,0
fragment_1679031127159,0
fragment_1679031127183,0
fragment_1679031127206,0
fragment_1679031127229,0
fragment_1679031127252,0
fragment_1679031127273,0
fragment_1679031127302,0
fragment_1679031127322,0
fragment_1679031127345,0
fragment_1679031127369,0
fragment_1679031127394,0
fragment_1679031127416,0
fragment_1679031127438,0
fragment_1679031127459,0
fragment_1679031127480,0
fragment_1679031127502,0
fragment_1679031127522,0
fragment_1679031127543,0
fragment_1679031127564,0
fragment_1679031127585,0
fragment_1679031127606,0
fragment_1679031127628,0
fragment_1679031127651,0
fragment_1679031127672,0
fragment_1679031127694,0
fragment_1679031127713,0
fragment_1679031127732,0
fragment_1679031127753,0
fragment_1679031127775,0
fragment_1679031130107,0
fragment_1679031130133,0
fragment_1679031130155,0
fragment_1679031130177,0
fragment_1679031130198,0
fragment_1679031130220,0
fragment_1679031130243,0
fragment_1679031130267,0
fragment_1679031130291,0
fragment_1679031130315,0
fragment_1679031130351,0
fragment_1679031130370,0
fragment_1679031130389,0
fragment_1679031130408,0
fragment_1679031130429,0
fragment_1679031130450,0
fragment_1679031130470,0
fragment_1679031130491,0
fragment_1679031130511,0
fragment_1679031130531,0
fragment_1679031130549,0
fragment_1679031130568,0
fragment_1679031130585,0
fragment_1679031130603,0
fragment_1679031130621,0
fragment_1679031130639,0
fragment_1679031130671,0
fragment_1679031130693,0
fragment_1679031130716,0
fragment_1679031130739,0
fragment_1679031130761,0
fragment_1679031130790,0
fragment_1679031130811,0
fragment_1679031130832,0
fragment_1679031130851,0
fragment_1679031130872,0
fragment_1679031130893,0
fragment_1679031130915,0
fragment_1679031130937,0
fragment_1679031130958,0
fragment_1679031130976,0
fragment_1679031130995,0
fragment_1679031131013,0
fragment_1679031131030,0
fragment_1679031131049,0
fragment_1679031131070,0
fragment_1679031131091,0
fragment_1679031131112,0
fragment_1679031131133,0
fragment_1679031131155,0
fragment_1679031131272,0
fragment_1679031131454,0
fragment_1679031131636,0
fragment_1679031131754,0
fragment_1679031131772,0
fragment_1679031131801,0
fragment_1679031131827,0
fragment_1679031131857,0
fragment_1679031131886,0
fragment_1679031131913,0
fragment_1679031131941,0
fragment_1679031131966,0
fragment_1679031131990,0
fragment_1679031132015,0
fragment_1679031132037,0
fragment_1679031132061,0
